스테이지,매치,일시,맵,순위,팀,킬,딜량,순위 점수,획득 점수
Final Stage,19,26. 6. 7. 오후 8:56,RONDO,11,CR,2,429,0,2
Final Stage,19,26. 6. 7. 오후 8:56,RONDO,16,Virtus.pro,2,474,0,2
Final Stage,19,26. 6. 7. 오후 8:56,RONDO,9,GEN,1,569,0,1
Final Stage,19,26. 6. 7. 오후 8:56,RONDO,13,NAVI,1,525,0,1
Final Stage,19,26. 6. 7. 오후 8:56,RONDO,15,Anyone's Legend,1,486,0,1
Final Stage,19,26. 6. 7. 오후 8:56,RONDO,14,EA,0,155,0,0
Final Stage,20,26. 6. 7. 오후 9:39,ERANGEL,1,MiTH,13,1600,10,23
Final Stage,20,26. 6. 7. 오후 9:39,ERANGEL,2,Virtus.pro,9,1482,6,15
Final Stage,20,26. 6. 7. 오후 9:39,ERANGEL,3,17 Gaming,5,799,5,10
Final Stage,20,26. 6. 7. 오후 9:39,ERANGEL,4,Anyone's Legend,6,683,4,10
Final Stage,20,26. 6. 7. 오후 9:39,ERANGEL,5,NAVI,6,1107,3,9
Final Stage,20,26. 6. 7. 오후 9:39,ERANGEL,6,4AM,6,628,2,8
Final Stage,20,26. 6. 7. 오후 9:39,ERANGEL,8,DN SOOPers,4,640,1,5
Final Stage,20,26. 6. 7. 오후 9:39,ERANGEL,13,T1,5,811,0,5
Final Stage,20,26. 6. 7. 오후 9:39,ERANGEL,9,GEN,3,662,0,3
Final Stage,20,26. 6. 7. 오후 9:39,ERANGEL,14,Team Falcons,3,412,0,3
Final Stage,20,26. 6. 7. 오후 9:39,ERANGEL,10,Twisted Minds,2,587,0,2
Final Stage,20,26. 6. 7. 오후 9:39,ERANGEL,7,Team Vitality,0,433,1,1
Final Stage,20,26. 6. 7. 오후 9:39,ERANGEL,11,PeRo,1,256,0,1
Final Stage,20,26. 6. 7. 오후 9:39,ERANGEL,12,EA,0,98,0,0
Final Stage,20,26. 6. 7. 오후 9:39,ERANGEL,15,GAM X TE,0,99,0,0
Final Stage,20,26. 6. 7. 오후 9:39,ERANGEL,16,CR,0,191,0,0
